slide_id,tissue_diagnosis,num_tiles,tissue
GTEX-13FHP-1526,Esophagus,1324,Esophagus
GTEX-13FHP-1626,Esophagus,8650,Esophagus
GTEX-13FHP-1726,Spleen,4587,Spleen
GTEX-13FHP-1826,Adipose,2020,Adipose
GTEX-13FHP-1926,Pancreas,6366,Pancreas
GTEX-13FHP-2026,Adrenal Gland,4430,Adrenal Gland
GTEX-13FHP-2126,Kidney,5956,Kidney
GTEX-13FHP-2226,Small Intestine,1472,Small Intestine
GTEX-13FHP-2326,Stomach,10476,Stomach
GTEX-13FHP-2426,Colon,3946,Colon
GTEX-13FHP-2526,Colon,4393,Colon
GTEX-13FHP-2626,Skin,8509,Skin
GTEX-13FHP-2726,Prostate,6507,Prostate
GTEX-13FHP-2826,Testis,5545,Testis
GTEX-13FHP-2926,Brain,3858,Brain
GTEX-13FHP-3026,Brain,5203,Brain
GTEX-13FHP-3126,Pituitary,1749,Pituitary
GTEX-13FLV-0126,Skin,14232,Skin
GTEX-13FLV-0226,Thyroid,12556,Thyroid
GTEX-13FLV-0326,Liver,10159,Liver
GTEX-13FLV-0426,Lung,7517,Lung
GTEX-13FLV-0526,Spleen,5613,Spleen
GTEX-13FLV-0626,Pancreas,9120,Pancreas
GTEX-13FLV-0726,Adipose,3314,Adipose
GTEX-13FLV-0826,Kidney,8389,Kidney
GTEX-13FLV-0926,Heart,8035,Heart
GTEX-13FLV-1026,Heart,7295,Heart
GTEX-13FLV-1126,Esophagus,4321,Esophagus
GTEX-13FLV-1226,Esophagus,18104,Esophagus
GTEX-13FLV-1326,Esophagus,5953,Esophagus
GTEX-13FLV-1426,Artery,6212,Artery
GTEX-13FLV-1526,Adrenal Gland,7089,Adrenal Gland
GTEX-13FLV-1626,Stomach,11816,Stomach
GTEX-13FLV-1726,Prostate,12020,Prostate
GTEX-13FLV-1826,Small Intestine,4683,Small Intestine
GTEX-13FLV-1926,Testis,7266,Testis
GTEX-13FLV-2026,Colon,5257,Colon
GTEX-13FLV-2126,Breast,7818,Breast
GTEX-13FLV-2226,Colon,7125,Colon
GTEX-13FLV-2326,Nerve,1865,Nerve
GTEX-13FLV-2426,Skin,8557,Skin
GTEX-13FLV-2526,Artery,2818,Artery
GTEX-13FLV-2626,Muscle,7833,Muscle
GTEX-13FLV-2726,Adipose,2204,Adipose
GTEX-13FLV-2826,Pituitary,5673,Pituitary
GTEX-13FLV-2926,Brain,2051,Brain
GTEX-13FLV-3026,Brain,2047,Brain
GTEX-13FLW-0126,Artery,5168,Artery
GTEX-13FLW-0226,Heart,8050,Heart
GTEX-13FLW-0326,Thyroid,6914,Thyroid
GTEX-13FLW-0426,Heart,9073,Heart
GTEX-13FLW-0526,Lung,7325,Lung
GTEX-13FLW-0626,Liver,8652,Liver
GTEX-13FLW-0726,Spleen,8486,Spleen
GTEX-13FLW-0826,Pancreas,9792,Pancreas
GTEX-13FLW-0926,Esophagus,3500,Esophagus
GTEX-13FLW-1026,Esophagus,4840,Esophagus
GTEX-13FLW-1126,Esophagus,8180,Esophagus
GTEX-13FLW-1226,Stomach,11387,Stomach
GTEX-13FLW-1326,Pituitary,7747,Pituitary
GTEX-13FLW-1426,Brain,13132,Brain
GTEX-13FLW-1526,Brain,19386,Brain
GTEX-13FLW-1626,Artery,2208,Artery
GTEX-13FLW-1726,Adrenal Gland,17121,Adrenal Gland
GTEX-13FLW-1826,Prostate,13347,Prostate
GTEX-13FLW-1926,Artery,2179,Artery
GTEX-13FLW-2026,Nerve,1991,Nerve
GTEX-13FLW-2126,Testis,13919,Testis
GTEX-13FLW-2226,Skin,10098,Skin
GTEX-13FLW-2326,Adipose,15858,Adipose
GTEX-13FLW-2426,Skin,16037,Skin
GTEX-13FLW-2526,Adipose,7815,Adipose
GTEX-13FLW-2626,Muscle,7682,Muscle
GTEX-13FLW-2726,Breast,1287,Breast
GTEX-13FLW-2826,Colon,13821,Colon
GTEX-13FLW-2926,Colon,3428,Colon
GTEX-13FLW-3026,Small Intestine,9057,Small Intestine
GTEX-13FTW-0126,Adrenal Gland,13776,Adrenal Gland
GTEX-13FTW-0226,Spleen,13149,Spleen
GTEX-13FTW-0326,Skin,10066,Skin
GTEX-13FTW-0426,Adipose,6929,Adipose
GTEX-13FTW-0526,Pancreas,4234,Pancreas
GTEX-13FTW-0626,Thyroid,14125,Thyroid
GTEX-13FTW-0726,Artery,11136,Artery
GTEX-13FTW-0826,Heart,12423,Heart
GTEX-13FTW-0926,Artery,1162,Artery
GTEX-13FTW-1026,Heart,20577,Heart
GTEX-13FTW-1126,Liver,21488,Liver
GTEX-13FTW-1226,Prostate,15065,Prostate
GTEX-13FTW-1326,Testis,11339,Testis
GTEX-13FTW-1426,Breast,2029,Breast
GTEX-13FTW-1526,Esophagus,14328,Esophagus
GTEX-13FTW-1626,Esophagus,10243,Esophagus
GTEX-13FTW-1726,Stomach,7585,Stomach
GTEX-13FTW-1826,Colon,4448,Colon
GTEX-13FTW-1926,Esophagus,16214,Esophagus
GTEX-13FTW-2026,Small Intestine,4041,Small Intestine
GTEX-13FTW-2126,Colon,14079,Colon
GTEX-13FTW-2226,Artery,3128,Artery
GTEX-13FTW-2326,Muscle,11114,Muscle
GTEX-13FTW-2426,Nerve,3118,Nerve
GTEX-13FTW-2526,Adipose,7382,Adipose
GTEX-13FTW-2626,Skin,7344,Skin
GTEX-13FTX-0126,Spleen,5093,Spleen
GTEX-13FTX-0226,Artery,6010,Artery
GTEX-13FTX-0326,Lung,5708,Lung
GTEX-13FTX-0426,Esophagus,8981,Esophagus
GTEX-13FTX-0526,Esophagus,4152,Esophagus
GTEX-13FTX-0626,Adipose,3208,Adipose
GTEX-13FTX-0726,Stomach,10541,Stomach
GTEX-13FTX-0826,Esophagus,2428,Esophagus
GTEX-13FTX-0926,Ovary,5584,Ovary
GTEX-13FTX-1026,Uterus,5818,Uterus
GTEX-13FTX-1126,Breast,3766,Breast
GTEX-13FTX-1226,Pancreas,3109,Pancreas
GTEX-13FTX-1326,Colon,1701,Colon
GTEX-13FTX-1426,Colon,9036,Colon
GTEX-13FTX-1526,Skin,10319,Skin
GTEX-13FTX-1626,Small Intestine,3639,Small Intestine
GTEX-13FTX-1726,Vagina,14750,Vagina
GTEX-13FTX-1826,Skin,8916,Skin
GTEX-13FTX-1926,Adipose,1266,Adipose
GTEX-13FTX-2026,Muscle,9913,Muscle
GTEX-13FTX-2126,Nerve,2253,Nerve
GTEX-13FTX-2226,Artery,590,Artery
GTEX-13FTY-0126,Lung,6147,Lung
GTEX-13FTY-0226,Muscle,8890,Muscle
GTEX-13FTY-0326,Nerve,1005,Nerve
GTEX-13FTY-0426,Artery,1722,Artery
GTEX-13FTY-0526,Skin,8686,Skin
GTEX-13FTY-0626,Adipose,2591,Adipose
GTEX-13FTY-0726,Thyroid,6630,Thyroid
GTEX-13FTY-0826,Liver,2947,Liver
GTEX-13FTY-0926,Pancreas,12867,Pancreas
GTEX-13FTY-1026,Spleen,15564,Spleen
GTEX-13FTY-1126,Esophagus,2633,Esophagus
GTEX-13FTY-1226,Esophagus,6392,Esophagus
GTEX-13FTY-1326,Esophagus,4575,Esophagus
GTEX-13FTY-1426,Stomach,5699,Stomach
GTEX-13FTY-1526,Adrenal Gland,4482,Adrenal Gland
GTEX-13FTY-1626,Kidney,3357,Kidney
GTEX-13FTY-1726,Adipose,1010,Adipose
GTEX-13FTY-1826,Ovary,5825,Ovary
GTEX-13FTY-1926,Uterus,4031,Uterus
GTEX-13FTY-2026,Vagina,3688,Vagina
GTEX-13FTY-2126,Skin,9977,Skin
GTEX-13FTY-2226,Breast,8301,Breast
GTEX-13FTY-2326,Small Intestine,2909,Small Intestine
GTEX-13FTY-2426,Colon,5188,Colon
GTEX-13FTY-2526,Colon,1761,Colon
GTEX-13FTY-2626,Brain,7928,Brain
GTEX-13FTY-2726,Brain,10396,Brain
GTEX-13FTY-2826,Pituitary,7344,Pituitary
GTEX-13FTZ-0126,Artery,9406,Artery
GTEX-13FTZ-0226,Heart,10488,Heart
GTEX-13FTZ-0326,Heart,12536,Heart
GTEX-13FTZ-0426,Artery,178,Artery
GTEX-13FTZ-0526,Lung,9220,Lung
GTEX-13FTZ-0626,Breast,1407,Breast
GTEX-13FTZ-0726,Liver,12650,Liver
GTEX-13FTZ-0826,Adipose,2185,Adipose
GTEX-13FTZ-0926,Spleen,7054,Spleen
GTEX-13FTZ-1026,Stomach,8499,Stomach
GTEX-13FTZ-1126,Small Intestine,8268,Small Intestine
GTEX-13FTZ-1226,Kidney,7376,Kidney
GTEX-13FTZ-1326,Testis,7970,Testis
GTEX-13FTZ-1426,Skin,7322,Skin
GTEX-13FTZ-1526,Esophagus,3453,Esophagus
GTEX-13FTZ-1626,Esophagus,9363,Esophagus
GTEX-13FTZ-1726,Thyroid,10401,Thyroid
GTEX-13FTZ-1826,Adrenal Gland,652,Adrenal Gland
GTEX-13FTZ-1926,Adipose,1494,Adipose
GTEX-13FTZ-2026,Nerve,1349,Nerve
GTEX-13FTZ-2126,Artery,712,Artery
GTEX-13FTZ-2226,Muscle,7843,Muscle
GTEX-13FTZ-2326,Skin,10844,Skin
GTEX-13FTZ-2426,Brain,7060,Brain
GTEX-13FTZ-2526,Brain,5526,Brain
GTEX-13FTZ-2626,Pituitary,3448,Pituitary
GTEX-13FXS-0126,Adipose,2899,Adipose
GTEX-13FXS-0226,Skin,25304,Skin
GTEX-13FXS-0326,Muscle,13730,Muscle
GTEX-13FXS-0426,Nerve,4786,Nerve
GTEX-13FXS-0526,Artery,2826,Artery
GTEX-13FXS-0626,Skin,24895,Skin
GTEX-13FXS-0726,Thyroid,18107,Thyroid
GTEX-13FXS-0826,Lung,17603,Lung
GTEX-13FXS-0926,Artery,10911,Artery
GTEX-13FXS-1026,Heart,20661,Heart
GTEX-13FXS-1126,Artery,2320,Artery
GTEX-13FXS-1226,Heart,21051,Heart
GTEX-13FXS-1326,Adipose,7121,Adipose
GTEX-13FXS-1426,Liver,12231,Liver
GTEX-13FXS-1526,Spleen,11180,Spleen
GTEX-13FXS-1626,Pancreas,17403,Pancreas
GTEX-13FXS-1726,Adrenal Gland,12033,Adrenal Gland
GTEX-13FXS-1826,Kidney,9598,Kidney
GTEX-13FXS-1926,Esophagus,13855,Esophagus
GTEX-13FXS-2026,Esophagus,4669,Esophagus
GTEX-13FXS-2126,Esophagus,15261,Esophagus
GTEX-13FXS-2226,Stomach,5323,Stomach
GTEX-13FXS-2326,Breast,13069,Breast
GTEX-13FXS-2426,Colon,4739,Colon
GTEX-13FXS-2526,Small Intestine,3647,Small Intestine
GTEX-13FXS-2626,Colon,5551,Colon
GTEX-13FXS-2726,Testis,12156,Testis
GTEX-13FXS-2826,Prostate,7741,Prostate
GTEX-13FXS-2926,Pituitary,5683,Pituitary
GTEX-13FXS-3026,Brain,6826,Brain
GTEX-13FXS-3126,Brain,12283,Brain
GTEX-13G51-0126,Artery,8382,Artery
GTEX-13G51-0226,Heart,10448,Heart
GTEX-13G51-0326,Heart,11976,Heart
GTEX-13G51-0426,Lung,9085,Lung
GTEX-13G51-0526,Adipose,2188,Adipose
GTEX-13G51-0626,Liver,11122,Liver
GTEX-13G51-0726,Spleen,10541,Spleen
GTEX-13G51-0826,Testis,12201,Testis
GTEX-13G51-0926,Esophagus,4914,Esophagus
GTEX-13G51-1026,Esophagus,8482,Esophagus
GTEX-13G51-1126,Esophagus,7210,Esophagus
GTEX-13G51-1226,Thyroid,10818,Thyroid
GTEX-13G51-1326,Kidney,7672,Kidney
GTEX-13G51-1426,Adrenal Gland,2129,Adrenal Gland
GTEX-13G51-1526,Breast,10902,Breast
GTEX-13G51-1626,Artery,3057,Artery
GTEX-13G51-1726,Pancreas,6038,Pancreas
GTEX-13G51-1826,Skin,6422,Skin
GTEX-13G51-1926,Colon,6789,Colon
GTEX-13G51-2026,Small Intestine,2187,Small Intestine
GTEX-13G51-2126,Colon,4271,Colon
GTEX-13G51-2226,Stomach,7719,Stomach
GTEX-13G51-2326,Prostate,12870,Prostate
GTEX-13G51-2426,Adrenal Gland,768,Adrenal Gland
GTEX-13G51-2526,Skin,4079,Skin
GTEX-13G51-2626,Adipose,1885,Adipose
GTEX-13G51-2726,Muscle,10556,Muscle
GTEX-13G51-2826,Nerve,1442,Nerve
GTEX-13G51-2926,Artery,900,Artery
GTEX-13G51-3026,Brain,1831,Brain
GTEX-13G51-3126,Brain,2154,Brain
GTEX-13G51-3226,Pituitary,1683,Pituitary
GTEX-13IVO-0126,Skin,3895,Skin
GTEX-13IVO-0226,Adipose,1313,Adipose
GTEX-13IVO-0326,Testis,4533,Testis
GTEX-13IVO-0426,Nerve,1469,Nerve
GTEX-13IVO-0526,Artery,2387,Artery
GTEX-13IVO-0626,Muscle,5094,Muscle
GTEX-13IVO-0726,Skin,6316,Skin
GTEX-13IVO-0826,Spleen,7598,Spleen
GTEX-13IVO-0926,Thyroid,7975,Thyroid
GTEX-13IVO-1026,Lung,6645,Lung
GTEX-13IVO-1126,Artery,6938,Artery
GTEX-13IVO-1226,Adrenal Gland,6677,Adrenal Gland
GTEX-13IVO-1326,Prostate,7337,Prostate
GTEX-13IVO-1426,Pancreas,1717,Pancreas
GTEX-13IVO-1526,Liver,6301,Liver
GTEX-13IVO-1626,Kidney,8295,Kidney
GTEX-13IVO-1726,Esophagus,3037,Esophagus
GTEX-13IVO-1826,Esophagus,10544,Esophagus
GTEX-13IVO-1926,Esophagus,4629,Esophagus
GTEX-13IVO-2026,Stomach,7713,Stomach
GTEX-13IVO-2126,Colon,5262,Colon
GTEX-13IVO-2226,Colon,4486,Colon
GTEX-13IVO-2326,Small Intestine,971,Small Intestine
GTEX-13IVO-2426,Adipose,1745,Adipose
GTEX-13IVO-2526,Heart,8389,Heart
GTEX-13IVO-2626,Artery,542,Artery
GTEX-13IVO-2726,Breast,1643,Breast
GTEX-13IVO-2826,Brain,3986,Brain
GTEX-13IVO-2926,Brain,5645,Brain
GTEX-13IVO-3026,Pituitary,1325,Pituitary
GTEX-13JUV-0126,Heart,9588,Heart
GTEX-13JUV-0226,Heart,16278,Heart
GTEX-13JUV-0326,Artery,267,Artery
GTEX-13JUV-0426,Thyroid,13612,Thyroid
GTEX-13JUV-0526,Lung,8998,Lung
GTEX-13JUV-0626,Adipose,2411,Adipose
GTEX-13JUV-0726,Liver,15267,Liver
GTEX-13JUV-0826,Pancreas,3901,Pancreas
GTEX-13JUV-0926,Spleen,9285,Spleen
GTEX-13JUV-1026,Artery,11666,Artery
GTEX-13JUV-1126,Adrenal Gland,9455,Adrenal Gland
GTEX-13JUV-1226,Kidney,6674,Kidney
GTEX-13JUV-1326,Small Intestine,4917,Small Intestine
GTEX-13JUV-1426,Esophagus,9304,Esophagus
GTEX-13JUV-1526,Esophagus,4777,Esophagus
GTEX-13JUV-1626,Colon,5454,Colon
GTEX-13JUV-1826,Colon,6332,Colon
GTEX-13JUV-1926,Stomach,5038,Stomach
GTEX-13JUV-2026,Skin,10859,Skin
GTEX-13JUV-2126,Esophagus,5535,Esophagus
GTEX-13JUV-2226,Breast,2132,Breast
GTEX-13JUV-2326,Muscle,8966,Muscle
GTEX-13JUV-2426,Artery,1872,Artery
GTEX-13JUV-2526,Nerve,1262,Nerve
GTEX-13JUV-2626,Pituitary,2074,Pituitary
GTEX-13JUV-2726,Skin,11730,Skin
GTEX-13JUV-2826,Adipose,1036,Adipose
GTEX-13JUV-2926,Brain,3134,Brain
GTEX-13JUV-3026,Brain,2863,Brain
GTEX-13JVG-0126,Muscle,16326,Muscle
GTEX-13JVG-0226,Adipose,9261,Adipose
GTEX-13JVG-0326,Skin,9746,Skin
GTEX-13JVG-0426,Artery,1665,Artery
GTEX-13JVG-0526,Nerve,984,Nerve
GTEX-13JVG-0626,Prostate,17117,Prostate
GTEX-13JVG-0726,Skin,10258,Skin
GTEX-13JVG-0826,Adipose,5734,Adipose
GTEX-13JVG-0926,Thyroid,9424,Thyroid
GTEX-13JVG-1026,Artery,7118,Artery
GTEX-13JVG-1126,Heart,16834,Heart
GTEX-13JVG-1226,Artery,2424,Artery
GTEX-13JVG-1326,Heart,18717,Heart
GTEX-13JVG-1426,Lung,16658,Lung
GTEX-13JVG-1526,Liver,19192,Liver
GTEX-13JVG-1626,Pancreas,18559,Pancreas
GTEX-13JVG-1726,Spleen,29310,Spleen
GTEX-13JVG-1826,Kidney,8818,Kidney
GTEX-13JVG-1926,Esophagus,9368,Esophagus
GTEX-13JVG-2026,Esophagus,5250,Esophagus
GTEX-13JVG-2126,Esophagus,20864,Esophagus
GTEX-13JVG-2226,Stomach,7945,Stomach
GTEX-13JVG-2326,Breast,15958,Breast
GTEX-13JVG-2426,Adrenal Gland,12164,Adrenal Gland
GTEX-13JVG-2526,Testis,23167,Testis
GTEX-13JVG-2626,Colon,2798,Colon
GTEX-13JVG-2726,Small Intestine,5464,Small Intestine
GTEX-13JVG-2826,Colon,5060,Colon
GTEX-13JVG-2926,Adrenal Gland,10508,Adrenal Gland
GTEX-13JVG-3026,Pituitary,4673,Pituitary
GTEX-13JVG-3126,Brain,18815,Brain
GTEX-13JVG-3226,Brain,10067,Brain
GTEX-13N11-0126,Spleen,6550,Spleen
GTEX-13N11-0226,Pancreas,5015,Pancreas
GTEX-13N11-0326,Lung,3411,Lung
GTEX-13N11-0426,Heart,5881,Heart
GTEX-13N11-0526,Ovary,6017,Ovary
GTEX-13N11-0626,Artery,1060,Artery
GTEX-13N11-0726,Heart,4785,Heart
GTEX-13N11-0826,Adrenal Gland,5390,Adrenal Gland
GTEX-13N11-0926,Liver,10081,Liver
GTEX-13N11-1026,Thyroid,8279,Thyroid
GTEX-13N11-1126,Uterus,6768,Uterus
GTEX-13N11-1226,Esophagus,8399,Esophagus
GTEX-13N11-1326,Artery,8712,Artery
GTEX-13N11-1426,Esophagus,8516,Esophagus
GTEX-13N11-1526,Vagina,11028,Vagina
GTEX-13N11-1626,Small Intestine,11307,Small Intestine
GTEX-13N11-1726,Breast,1430,Breast
GTEX-13N11-1826,Adipose,2353,Adipose
GTEX-13N11-1926,Colon,6305,Colon
GTEX-13N11-2026,Colon,3417,Colon
GTEX-13N11-2126,Stomach,9813,Stomach
GTEX-13N11-2226,Adrenal Gland,421,Adrenal Gland
GTEX-13N11-2326,Skin,9428,Skin
GTEX-13N11-2426,Esophagus,9560,Esophagus
GTEX-13N11-2526,Skin,7345,Skin
GTEX-13N11-2626,Adipose,3317,Adipose
GTEX-13N11-2726,Muscle,5425,Muscle
GTEX-13N11-2826,Nerve,1155,Nerve
GTEX-13N11-2926,Artery,870,Artery
GTEX-13N1W-0126,Skin,9453,Skin
GTEX-13N1W-0226,Adipose,1047,Adipose
GTEX-13N1W-0326,Artery,697,Artery
GTEX-13N1W-0426,Nerve,2299,Nerve
GTEX-13N1W-0526,Muscle,8086,Muscle
GTEX-13N1W-0626,Breast,1824,Breast
GTEX-13N1W-0726,Lung,6036,Lung
GTEX-13N1W-0826,Thyroid,6696,Thyroid
GTEX-13N1W-0926,Heart,6848,Heart
GTEX-13N1W-1026,Heart,8651,Heart
GTEX-13N1W-1126,Artery,5890,Artery
GTEX-13N1W-1226,Adipose,2187,Adipose
GTEX-13N1W-1326,Liver,6519,Liver
GTEX-13N1W-1426,Spleen,7497,Spleen
GTEX-13N1W-1526,Pancreas,6233,Pancreas
GTEX-13N1W-1626,Adrenal Gland,5432,Adrenal Gland
GTEX-13N1W-1726,Esophagus,4038,Esophagus
GTEX-13N1W-1826,Esophagus,5069,Esophagus
GTEX-13N1W-1926,Esophagus,12284,Esophagus
GTEX-13N1W-2026,Stomach,9688,Stomach
GTEX-13N1W-2126,Kidney,6516,Kidney
GTEX-13N1W-2226,Small Intestine,944,Small Intestine
GTEX-13N1W-2326,Colon,4663,Colon
GTEX-13N1W-2426,Skin,10294,Skin
GTEX-13N1W-2526,Prostate,4500,Prostate
GTEX-13N1W-2626,Testis,3787,Testis
GTEX-13N1W-2726,Colon,6257,Colon
GTEX-13N1W-2826,Artery,718,Artery
GTEX-13N1W-2926,Brain,4268,Brain
GTEX-13N1W-3026,Brain,4884,Brain
GTEX-13N1W-3126,Pituitary,631,Pituitary
GTEX-13N2G-0126,Testis,7970,Testis
GTEX-13N2G-0226,Skin,10963,Skin
GTEX-13N2G-0326,Heart,10689,Heart
GTEX-13N2G-0426,Artery,1819,Artery
GTEX-13N2G-0526,Artery,5280,Artery
GTEX-13N2G-0626,Heart,7540,Heart
GTEX-13N2G-0726,Thyroid,7078,Thyroid
GTEX-13N2G-0826,Lung,8728,Lung
GTEX-13N2G-0926,Liver,11642,Liver
GTEX-13N2G-1026,Spleen,5466,Spleen
GTEX-13N2G-1126,Pancreas,8021,Pancreas
GTEX-13N2G-1226,Esophagus,6018,Esophagus
GTEX-13N2G-1326,Esophagus,12223,Esophagus
GTEX-13N2G-1426,Esophagus,10750,Esophagus
GTEX-13N2G-1526,Stomach,13766,Stomach
GTEX-13N2G-1626,Adrenal Gland,6699,Adrenal Gland
GTEX-13N2G-1726,Kidney,5359,Kidney
GTEX-13N2G-1826,Prostate,5258,Prostate
GTEX-13N2G-1926,Adipose,2247,Adipose
GTEX-13N2G-2026,Small Intestine,5510,Small Intestine
GTEX-13N2G-2126,Colon,6483,Colon
GTEX-13N2G-2226,Colon,8141,Colon
GTEX-13N2G-2326,Muscle,14582,Muscle
GTEX-13N2G-2426,Nerve,2540,Nerve
GTEX-13N2G-2526,Artery,3391,Artery
GTEX-13N2G-2626,Skin,6480,Skin
GTEX-13N2G-2726,Adipose,1505,Adipose
GTEX-13N2G-2826,Breast,3309,Breast
GTEX-13N2G-2926,Pituitary,4774,Pituitary
GTEX-13N2G-3026,Brain,6997,Brain
GTEX-13N2G-3126,Brain,5758,Brain
GTEX-13NYB-0126,Skin,11880,Skin
GTEX-13NYB-0226,Heart,8024,Heart
GTEX-13NYB-0326,Heart,11244,Heart
GTEX-13NYB-0426,Artery,7716,Artery
GTEX-13NYB-0526,Artery,1604,Artery
GTEX-13NYB-0626,Lung,10163,Lung
GTEX-13NYB-0726,Thyroid,9181,Thyroid
GTEX-13NYB-0826,Esophagus,10145,Esophagus
GTEX-13NYB-0926,Esophagus,7108,Esophagus
GTEX-13NYB-1026,Liver,11553,Liver
GTEX-13NYB-1126,Adipose,2141,Adipose
GTEX-13NYB-1226,Spleen,5003,Spleen
GTEX-13NYB-1326,Esophagus,11485,Esophagus
GTEX-13NYB-1426,Stomach,9959,Stomach
GTEX-13NYB-1526,Pancreas,6177,Pancreas
GTEX-13NYB-1626,Adrenal Gland,3357,Adrenal Gland
GTEX-13NYB-1726,Kidney,8823,Kidney
GTEX-13NYB-1826,Small Intestine,7200,Small Intestine
GTEX-13NYB-1926,Colon,5951,Colon
GTEX-13NYB-2026,Colon,8329,Colon
GTEX-13NYB-2126,Prostate,12681,Prostate
GTEX-13NYB-2226,Testis,3572,Testis
GTEX-13NYB-2326,Breast,2039,Breast
GTEX-13NYB-2426,Adrenal Gland,1260,Adrenal Gland
GTEX-13NYB-2526,Skin,12596,Skin
GTEX-13NYB-2626,Adipose,904,Adipose
GTEX-13NYB-2726,Muscle,11233,Muscle
GTEX-13NYB-2826,Nerve,1254,Nerve
GTEX-13NYB-2926,Artery,874,Artery
GTEX-13NYB-3026,Brain,3530,Brain
GTEX-13NYB-3126,Pituitary,1492,Pituitary
GTEX-13NYB-3226,Brain,2318,Brain
GTEX-13NYC-0126,Skin,10184,Skin
GTEX-13NYC-0226,Testis,6697,Testis
GTEX-13NYC-0326,Skin,7097,Skin
GTEX-13NYC-0426,Adipose,3218,Adipose
GTEX-13NYC-0526,Liver,9480,Liver
GTEX-13NYC-0626,Nerve,1566,Nerve
GTEX-13NYC-0726,Muscle,7220,Muscle
GTEX-13NYC-0826,Artery,476,Artery
GTEX-13NYC-0926,Spleen,4505,Spleen
GTEX-13NYC-1026,Lung,11396,Lung
GTEX-13NYC-1126,Artery,9353,Artery
GTEX-13NYC-1226,Esophagus,11197,Esophagus
GTEX-13NYC-1326,Esophagus,5946,Esophagus
GTEX-13NYC-1426,Breast,5024,Breast
GTEX-13NYC-1526,Esophagus,5377,Esophagus
GTEX-13NYC-1626,Heart,9294,Heart
GTEX-13NYC-1726,Adipose,3440,Adipose
GTEX-13NYC-1826,Prostate,8019,Prostate
GTEX-13NYC-1926,Kidney,6930,Kidney
GTEX-13NYC-2026,Small Intestine,4310,Small Intestine
GTEX-13NYC-2126,Heart,11411,Heart
GTEX-13NYC-2226,Stomach,11163,Stomach
GTEX-13NYC-2326,Colon,6002,Colon
GTEX-13NYC-2426,Thyroid,5873,Thyroid
GTEX-13NYC-2526,Colon,4445,Colon
GTEX-13NYC-2626,Adrenal Gland,1698,Adrenal Gland
GTEX-13NYC-2726,Pancreas,9083,Pancreas
GTEX-13NYC-2826,Brain,3956,Brain
GTEX-13NYC-2926,Brain,5339,Brain
GTEX-13NYC-3026,Pituitary,2524,Pituitary
GTEX-13NYS-0126,Skin,5073,Skin
GTEX-13NYS-0226,Adipose,4302,Adipose
GTEX-13NYS-0326,Muscle,6551,Muscle
GTEX-13NYS-0426,Nerve,1449,Nerve
GTEX-13NYS-0526,Artery,1965,Artery
GTEX-13NYS-0626,Skin,5918,Skin
GTEX-13NYS-0726,Adipose,1458,Adipose
GTEX-13NYS-0826,Adrenal Gland,7190,Adrenal Gland
GTEX-13NYS-0926,Thyroid,11136,Thyroid
GTEX-13NYS-1026,Prostate,12475,Prostate
GTEX-13NYS-1126,Testis,10162,Testis
GTEX-13NYS-1226,Liver,14612,Liver
GTEX-13NYS-1326,Pancreas,14596,Pancreas
GTEX-13NYS-1426,Kidney,6879,Kidney
GTEX-13NYS-1526,Spleen,14204,Spleen
GTEX-13NYS-1626,Lung,7859,Lung
GTEX-13NYS-1726,Artery,7144,Artery
GTEX-13NYS-1826,Heart,11089,Heart
GTEX-13NYS-1926,Heart,9921,Heart
GTEX-13NYS-2026,Artery,1285,Artery
GTEX-13NYS-2126,Breast,5662,Breast
GTEX-13NYS-2226,Esophagus,11249,Esophagus
GTEX-13NYS-2326,Esophagus,6214,Esophagus
GTEX-13NYS-2426,Esophagus,9862,Esophagus
GTEX-13NYS-2526,Stomach,5351,Stomach
GTEX-13NYS-2626,Small Intestine,2371,Small Intestine
GTEX-13NYS-2726,Colon,5381,Colon
GTEX-13NYS-2826,Colon,7165,Colon
GTEX-13NYS-2926,Pituitary,4124,Pituitary
GTEX-13NYS-3026,Brain,10022,Brain
GTEX-13NYS-3126,Brain,13946,Brain
GTEX-13NZ8-0126,Breast,5366,Breast
GTEX-13NZ8-0226,Thyroid,6557,Thyroid
GTEX-13NZ8-0326,Lung,8198,Lung
GTEX-13NZ8-0426,Artery,8143,Artery
GTEX-13NZ8-0526,Heart,8348,Heart
GTEX-13NZ8-0626,Artery,462,Artery
GTEX-13NZ8-0726,Heart,7861,Heart
GTEX-13NZ8-0826,Skin,6638,Skin
GTEX-13NZ8-0926,Adipose,827,Adipose
GTEX-13NZ8-1026,Esophagus,1900,Esophagus
GTEX-13NZ8-1126,Esophagus,6847,Esophagus
GTEX-13NZ8-1226,Skin,4837,Skin
GTEX-13NZ8-1326,Spleen,8978,Spleen
GTEX-13NZ8-1426,Adipose,1820,Adipose
GTEX-13NZ8-1526,Nerve,1309,Nerve
GTEX-13NZ8-1626,Artery,720,Artery
GTEX-13NZ8-1726,Pancreas,4428,Pancreas
GTEX-13NZ8-1826,Liver,8428,Liver
GTEX-13NZ8-1926,Esophagus,8540,Esophagus
GTEX-13NZ8-2026,Adrenal Gland,6665,Adrenal Gland
GTEX-13NZ8-2126,Muscle,7325,Muscle
GTEX-13NZ8-2226,Kidney,7379,Kidney
GTEX-13NZ8-2326,Stomach,6090,Stomach
